"month","mean","lower","upper","H1N"
2014.75,2e-04,0,5e-04,6e-04
2014.83333333333,0.0029,0,0.0083,0.0015
2014.91666666667,0.0192,0,0.0544,0.0035
2015,0.14835,0,0.3763025,0.0515
2015.08333333333,0.34485,0,0.781237499999999,0.3349
2015.16666666667,0.1378,0,0.324305,0.1579
2015.25,0.0206,0,0.0494,0.0148
2015.33333333333,0.0016,1e-04,0.0036,0.0022
2015.41666666667,1e-04,0,3e-04,NA
2015.5,0,0,1e-04,NA
2015.58333333333,0,0,0,NA
2015.66666666667,1e-04,0,2e-04,2e-04
2015.75,0.0014,0,0.0042,0.001
2015.83333333333,0.0081,0,0.0251,0.0175
2015.91666666667,0.02665,0,0.0794,0.0573
2016,0.1402,0,0.3737075,0.2508
2016.08333333333,0.31585,0,0.723547499999999,0.7805
2016.16666666667,0.1189,0,0.2861075,0.2231
2016.25,0.01545,0,0.0386,0.0215
2016.33333333333,0.0012,9.75000000000009e-05,0.0028,0.002
2016.41666666667,1e-04,0,2e-04,NA
2016.5,0,0,0,NA
2016.58333333333,0,0,0,NA
2016.66666666667,0,0,1e-04,NA
2016.75,3e-04,0,0.001,4e-04
2016.83333333333,0.0012,0,0.0041,0.0017
2016.91666666667,0.0031,0,0.0098,0.0013
2017,0.0112,0,0.0324025,0.0049
2017.08333333333,0.02345,0,0.0645,0.0033
2017.16666666667,0.0175,0,0.0459,0.0015
2017.25,0.0041,0,0.0108025,9e-04
2017.33333333333,4e-04,0,9e-04,6e-04
2017.41666666667,0,0,1e-04,NA
2017.5,0,0,0,NA
2017.58333333333,0,0,0,NA
2017.66666666667,0,0,1e-04,NA
2017.75,7e-04,0,0.0021,7e-04
2017.83333333333,0.0046,0,0.0132,0.0021
2017.91666666667,0.0172,0,0.0501025,0.017
2018,0.096,0,0.2515175,0.0994
2018.08333333333,0.2645,0,0.615015,0.1784
2018.16666666667,0.132,0,0.306805,0.0996
2018.25,0.02035,0,0.0480025,0.0329
2018.33333333333,0.0016,1e-04,0.0036,0.0011
2018.41666666667,1e-04,0,3e-04,NA
2018.5,0,0,1e-04,NA
2018.58333333333,0,0,0,NA
2018.66666666667,1e-04,0,2e-04,NA
2018.75,0.001,0,0.003,0.0021
2018.83333333333,0.0062,0,0.0198,0.0093
2018.91666666667,0.0279,0,0.0844049999999999,0.0395
2019,0.20585,0,0.5507025,0.3091
2019.08333333333,0.553,0,1.280085,0.6021
2019.16666666667,0.22115,0,0.5348025,0.1314
2019.25,0.03195,0,0.0815025,0.0148
2019.33333333333,0.0028,2e-04,0.0064,0.0012
2019.41666666667,2e-04,0,6e-04,NA
2019.5,0,0,1e-04,NA
2019.58333333333,0,0,1e-04,NA
2019.66666666667,2e-04,0,5e-04,2e-04
