"month","Et_H3N","Et_H1N"
2014.75,1.26404555797024,1.01575515392933
2014.83333333333,1.26404555797024,1.01575515392933
2014.91666666667,1.26404555797024,1.01575515392933
2015,1.26404555797024,1.01575515392933
2015.08333333333,1.26404555797024,1.01575515392933
2015.16666666667,1.26404555797024,1.01575515392933
2015.25,1.26404555797024,1.01575515392933
2015.33333333333,1.26404555797024,1.01575515392933
2015.41666666667,1.26404555797024,1.01575515392933
2015.5,1.26404555797024,1.01575515392933
2015.58333333333,1.26404555797024,1.01575515392933
2015.66666666667,1.26404555797024,1.01575515392933
2015.75,1.85727868819626,0.377611102061074
2015.83333333333,1.85727868819626,0.377611102061074
2015.91666666667,1.85727868819626,0.377611102061074
2016,1.85727868819626,0.377611102061074
2016.08333333333,1.85727868819626,0.377611102061074
2016.16666666667,1.85727868819626,0.377611102061074
2016.25,1.85727868819626,0.377611102061074
2016.33333333333,1.85727868819626,0.377611102061074
2016.41666666667,1.85727868819626,0.377611102061074
2016.5,1.85727868819626,0.377611102061074
2016.58333333333,1.85727868819626,0.377611102061074
2016.66666666667,1.85727868819626,0.377611102061074
2016.75,1.66209222590737,0.469607607645529
2016.83333333333,1.66209222590737,0.469607607645529
2016.91666666667,1.66209222590737,0.469607607645529
2017,1.66209222590737,0.469607607645529
2017.08333333333,1.66209222590737,0.469607607645529
2017.16666666667,1.66209222590737,0.469607607645529
2017.25,1.66209222590737,0.469607607645529
2017.33333333333,1.66209222590737,0.469607607645529
2017.41666666667,1.66209222590737,0.469607607645529
2017.5,1.66209222590737,0.469607607645529
2017.58333333333,1.66209222590737,0.469607607645529
2017.66666666667,1.66209222590737,0.469607607645529
2017.75,1.28293232284277,0.836513093330387
2017.83333333333,1.28293232284277,0.836513093330387
2017.91666666667,1.28293232284277,0.836513093330387
2018,1.28293232284277,0.836513093330387
2018.08333333333,1.28293232284277,0.836513093330387
2018.16666666667,1.28293232284277,0.836513093330387
2018.25,1.28293232284277,0.836513093330387
2018.33333333333,1.28293232284277,0.836513093330387
2018.41666666667,1.28293232284277,0.836513093330387
2018.5,1.28293232284277,0.836513093330387
2018.58333333333,1.28293232284277,0.836513093330387
2018.66666666667,1.28293232284277,0.836513093330387
2018.75,1.36275317203758,1.58898257723423
2018.83333333333,1.36275317203758,1.58898257723423
2018.91666666667,1.36275317203758,1.58898257723423
2019,1.36275317203758,1.58898257723423
2019.08333333333,1.36275317203758,1.58898257723423
2019.16666666667,1.36275317203758,1.58898257723423
2019.25,1.36275317203758,1.58898257723423
2019.33333333333,1.36275317203758,1.58898257723423
2019.41666666667,1.36275317203758,1.58898257723423
2019.5,1.36275317203758,1.58898257723423
2019.58333333333,1.36275317203758,1.58898257723423
2019.66666666667,1.36275317203758,1.58898257723423
